Species_Name,# papers PCR pos,# papers PCR neg (whether seropos or seroneg),# papers isolated,tiplabel,gen,fam,Notes regarding IUCN status,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,,Rodents,superres,Flag,Zdiv,MSW05_Order,MSW05_Genus,MSW05_Species,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,References,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,WOS_HITS,Production,postnatGR,RelAgeSexMat,RelAgeBirth,logNeoBM,Abrocomidae,Anomaluridae,Aplodontiidae,Bathyergidae,Calomyscidae,Capromyidae,Castoridae,Caviidae,Chinchillidae,Cricetidae,Ctenodactylidae,Ctenomyidae,Cuniculidae,Dasyproctidae,Dinomyidae,Dipodidae,Echimyidae,Erethizontidae,Geomyidae,Gliridae,Heptaxodontidae,Heteromyidae,Hystricidae,Muridae,Myocastoridae,Nesomyidae,Octodontidae,Pedetidae,Petromuridae,Platacanthomyidae,Sciuridae,Spalacidae,Thryonomyidae,MammRich,SpeciesDensity
Akodon_iniscatus,,,,Akodon_iniscatus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_iniscatus,3,0,sampled,PC12_Cricetidae,69,Akodon_iniscatus,0,0,0,Rodentia,Akodon,iniscatus,NA,3.356897123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,12.88769532,-38.89,-50.2,-44.54,-64.95,-73.05,-69,0,1.115141591,0,0.13,21.27,90.68,278.4,587.96,1.945910149,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,-3.727823244
Akodon_josemariarguedasi,,,,Akodon_josemariarguedasi_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,0,0,imputed,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akodon_juninensis,,,,Akodon_juninensis_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_juninensis,2,0,sampled,PC12_Cricetidae,70,Akodon_juninensis,0,0,0,Rodentia,Akodon,juninensis,NA,3.663305203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,12.01263309,-6.6,-14.2,-10.4,-72.91,-78.62,-75.76,3,3.066656612,4,0.08,99.24,127.23,961.38,1424.49,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-2.87657615
Akodon_kofordi,,,,Akodon_kofordi_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_kofordi,5,0,sampled,PC12_Cricetidae,71,Akodon_kofordi,0,0,0,Rodentia,Akodon,kofordi,NA,3.384051223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,9.964984735,-12.87,-14.52,-13.7,-69.08,-71.62,-70.35,1,2.063058062,1,0.05,333.69,89.47,1387.81,1429.91,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,-1.906133956
Akodon_latebricola,,,,Akodon_latebricola_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,2015/2013 changed to Neomicroxus latebricola,RODENTIA,Mouse-related,Euarchontoglires,Akodon_latebricola,1,0,sampled,PC12_Cricetidae,72,Akodon_latebricola,0,0,0,Rodentia,Akodon,latebricola,NA,3.663305203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.04192534,0.87,-4.69,-1.91,-77.48,-79.44,-78.46,2,3.914220589,4,0.11,153.63,164.19,1226.33,1404.97,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,-2.509889935
Akodon_leucolimnaeus,,,,Akodon_leucolimnaeus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,synonym for A. spegazzinii,RODENTIA,Mouse-related,Euarchontoglires,Akodon_leucolimnaeus,0,0,imputed,PC12_Cricetidae,73,Akodon_leucolimnaeus,0,0,0,Rodentia,Akodon,leucolimnaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,NA
Akodon_lindberghi,,,,Akodon_lindberghi_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_lindberghi,1,0,sampled,PC12_Cricetidae,74,Akodon_lindberghi,0,0,0,Rodentia,Akodon,lindberghi,NA,3.27336401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,7.783523971,-13.9,-14.4,-14.15,-46.08,-46.57,-46.33,3,1.944480556,3,0.11,127.74,208.24,1072.25,1530,2.079441542,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,-1.039897396
Akodon_lutescens,,,,Akodon_lutescens_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_lutescens,4,0,sampled,PC12_Cricetidae,75,Akodon_lutescens,0,0,0,Rodentia,Akodon,lutescens,NA,3.029650492,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791;2655,NA,NA,NA,NA,12.67266311,-13.39,-26.99,-20.19,-63.13,-70.85,-66.99,1,2.936512914,1,0.1,88.47,113.52,853.9,1367.5,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,-3.038284809
Akodon_mimus,,,,Akodon_mimus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_mimus,6,0,sampled,PC12_Cricetidae,76,Akodon_mimus,0,0,0,Rodentia,Akodon,mimus,NA,3.177637077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.24819986,-13.45,-18.25,-15.85,-63.95,-70.34,-67.14,1,3.111290614,1,0.14,131.58,141.34,1160.37,1420.7,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,-2.504819891
Akodon_molinae,,,,Akodon_molinae_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_molinae,1,0,sampled,PC12_Cricetidae,77,Akodon_molinae,0,1,1,Rodentia,Akodon,molinae,NA,3.496204485,NA,NA,91.25,NA,NA,NA,NA,3.135494216,1,NA,NA,30,3.77,NA,NA,NA,NA,NA,3.33470139,NA,NA,1,NA,26,NA,NA,890;1297;2655,NA,3.9,NA,NA,11.84352456,-33.7,-39.73,-36.71,-61.41,-68.77,-65.09,0,1.750937475,0,0.1,30.73,143.13,435.85,807.16,3.465735903,NA,NA,NA,NA,0.46834733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-3.22976351
Akodon_mollis,,,,Akodon_mollis_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_mollis,2,0,sampled,PC12_Cricetidae,78,Akodon_mollis,0,0,0,Rodentia,Akodon,mollis,NA,3.414113607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.47490828,-1.48,-5.16,-3.32,-75.98,-81.01,-78.49,0,4.100657924,2,0.1,157.29,225.99,1112.01,1396.49,1.609437912,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,-2.424780777
Akodon_montensis,3,,,Akodon_montensis_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_montensis,6,0,sampled,PC12_Cricetidae,79,Akodon_montensis,0,1,1,Rodentia,Akodon,montensis,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843,13.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.007333185,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,NA
Akodon_mystax,,,,Akodon_mystax_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_mystax,2,0,sampled,PC12_Cricetidae,80,Akodon_mystax,0,0,0,Rodentia,Akodon,mystax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,NA
Akodon_neocenus,,,,Akodon_neocenus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,synonym for A. dolores,RODENTIA,Mouse-related,Euarchontoglires,Akodon_neocenus,0,0,imputed,PC12_Cricetidae,81,Akodon_neocenus,0,0,0,Rodentia,Akodon,neocenus,NA,3.746912485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.21558786,-38.06,-40.72,-39.39,-61.97,-69.4,-65.68,0,1.625311262,0,0.13,24.08,140.94,338.65,765.03,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-3.326799875
Akodon_oenos,,,,Akodon_oenos_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,synonym for A. spegazzinii,RODENTIA,Mouse-related,Euarchontoglires,Akodon_oenos,0,0,imputed,PC12_Cricetidae,82,Akodon_oenos,0,0,0,Rodentia,Akodon,oenos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.386294361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,NA
Akodon_orophilus,,,,Akodon_orophilus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_orophilus,2,0,sampled,PC12_Cricetidae,83,Akodon_orophilus,0,0,0,Rodentia,Akodon,orophilus,NA,3.663305203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.19891694,-4.58,-9.61,-7.09,-75.3,-78.6,-76.95,2,2.610804817,2,0.14,128.09,206.87,1227.84,1447.63,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,-2.53118937
Akodon_paranaensis,,1,,Akodon_paranaensis_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_paranaensis,3,0,sampled,PC12_Cricetidae,84,Akodon_paranaensis,0,1,1,Rodentia,Akodon,paranaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48490665,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,NA
Akodon_pervalens,,,,Akodon_pervalens_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_pervalens,0,0,imputed,PC12_Cricetidae,85,Akodon_pervalens,0,0,0,Rodentia,Akodon,pervalens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,NA
Akodon_philipmyersi,,,,Akodon_philipmyersi_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akodon_polopi,,,,Akodon_polopi_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC12_Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akodon_reigi,,,,Akodon_reigi_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_reigi,1,0,sampled,PC12_Cricetidae,86,Akodon_reigi,0,0,0,Rodentia,Akodon,reigi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,NA
Akodon_sanctipaulensis,,,,Akodon_sanctipaulensis_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_sanctipaulensis,0,0,imputed,PC12_Cricetidae,87,Akodon_sanctipaulensis,0,0,0,Rodentia,Akodon,sanctipaulensis,NA,3.299533728,88.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618;2655,NA,NA,NA,NA,11.27890207,-21.78,-25.04,-23.41,-44.79,-49.76,-47.28,8,5.5139125,12,0.08,143.72,189.66,1253.58,1329.77,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,-2.755350129
Akodon_serrensis,,1,,Akodon_serrensis_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_serrensis,2,0,sampled,PC12_Cricetidae,88,Akodon_serrensis,0,1,1,Rodentia,Akodon,serrensis,NA,3.342861805,95.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618;2655,NA,NA,NA,NA,10.84051165,-22.81,-26.11,-24.46,-47.04,-54.72,-50.88,10,3.801091445,12,0.07,152.66,199.34,1259.78,1267.49,2.564949357,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,-2.33690653
Akodon_siberiae,,,,Akodon_siberiae_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_siberiae,2,0,sampled,PC12_Cricetidae,89,Akodon_siberiae,0,0,0,Rodentia,Akodon,siberiae,NA,3.543853682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,10.38341614,-16.31,-18.51,-17.41,-64.27,-66.94,-65.6,3,3.084658483,4,0.24,70.95,173.72,990.36,1386.02,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,-2.189314047
Akodon_simulator,,,,Akodon_simulator_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_simulator,1,0,sampled,PC12_Cricetidae,90,Akodon_simulator,0,1,1,Rodentia,Akodon,simulator,NA,3.749504076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,11.98355565,-21.28,-28.96,-25.12,-62.55,-66.55,-64.55,1,2.837322537,1,0.12,55.54,133.57,721.26,1274.21,2.197224577,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,-2.934879147
Akodon_spegazzinii,,,,Akodon_spegazzinii_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_spegazzinii,3,0,sampled,PC12_Cricetidae,91,Akodon_spegazzinii,0,0,0,Rodentia,Akodon,spegazzinii,NA,3.353406718,98.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791;2655,NA,NA,NA,NA,11.33233337,-23.8,-27.82,-25.81,-64.39,-66.9,-65.65,0,3.068052935,1,0.14,52.42,69.9,657.38,1262.17,1.791759469,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,-2.81776613
Akodon_subfuscus,,,,Akodon_subfuscus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_subfuscus,1,0,sampled,PC12_Cricetidae,92,Akodon_subfuscus,0,0,0,Rodentia,Akodon,subfuscus,NA,3.414113607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,12.77542361,-10,-17.59,-13.8,-65.28,-77.41,-71.34,0,3.127637344,1,0.09,100.64,102.33,929.01,1370.18,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,-3.096509541
Akodon_surdus,,,,Akodon_surdus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_surdus,0,0,imputed,PC12_Cricetidae,93,Akodon_surdus,0,0,0,Rodentia,Akodon,surdus,NA,3.663305203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,9.765400656,-12.08,-13.71,-12.9,-72.02,-73.69,-72.86,6,2.803966258,6,0.08,72.79,178.64,786.09,1400.17,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,-1.971546674
Akodon_sylvanus,,,,Akodon_sylvanus_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_sylvanus,1,0,sampled,PC12_Cricetidae,94,Akodon_sylvanus,0,0,0,Rodentia,Akodon,sylvanus,NA,3.663305203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,10.78712347,-18.8,-24.11,-21.45,-63.74,-65.71,-64.73,3,2.463001814,3,0.12,68.04,120.57,807.59,1466.12,0.693147181,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,-2.514526484
Akodon_toba,,1,,Akodon_toba_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_toba,3,0,sampled,PC12_Cricetidae,95,Akodon_toba,0,1,1,Rodentia,Akodon,toba,NA,3.935739532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,12.90441727,-17.51,-26.94,-22.23,-57.45,-63.13,-60.29,0,1.642872689,0,0.06,77.69,235.84,979.4,1218.26,1.386294361,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,-3.330159364
Akodon_torques,,,,Akodon_torques_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_torques,7,0,sampled,PC12_Cricetidae,96,Akodon_torques,0,0,0,Rodentia,Akodon,torques,NA,3.663305203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,NA,NA,NA,10.63054618,-12.37,-14.51,-13.44,-69.12,-73.69,-71.4,4,2.697326238,4,0.07,199.78,123.62,1093.18,1408.44,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,-2.20014704
Akodon_varius,,2,,Akodon_varius_CRICETIDAE_RODENTIA,Akodon,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Akodon_varius,2,0,sampled,PC12_Cricetidae,97,Akodon_varius,0,1,1,Rodentia,Akodon,varius,NA,3.688879454,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,890;2655,NA,NA,NA,NA,12.41286382,-16.21,-22.36,-19.29,-61.88,-67.16,-64.52,1,2.670694415,1,0.14,74.3,181.74,938.11,1424.3,1.791759469,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,-2.931445775
Amphinectomys_savamis,,,,Amphinectomys_savamis_CRICETIDAE_RODENTIA,Amphinectomys,CRICETIDAE,,RODENTIA,Mouse-related,Euarchontoglires,Amphinectomys_savamis,2,0,sampled,PC12_Cricetidae,132,Amphinectomys_savamis,0,0,0,Rodentia,Amphinectomys,savamis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.098612289,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,NA
